word_id,sura,word_index,aya_hafs,status,rasm,missing_in,joined_in,distinct_forms,forms
36948,17,958,69,rasm_variant,يعيدكم,,,4,"يُعِيدَكُمۡ [hafs,shuba]  ||  يُّعِيدَكُمْ [warsh,qaloun]  ||  نُّعِيدَكُمۡ [douri,sousi]  ||  نُّعِيدَكُمُۥ [bazzi]"
36952,17,962,69,rasm_variant,فيرسل,,,3,"فَيُرۡسِلَ [hafs,shuba]  ||  فَيُرْسِلَ [warsh,qaloun]  ||  فَنُرۡسِلَ [douri,sousi,bazzi]"
36957,17,967,69,rasm_variant,فيغرقكم,,,5,"فَيُغۡرِقَكُم [hafs,shuba]  ||  فَيُغْرِقَكُم [warsh,qaloun]  ||  فَنُغۡرِقَكُم [douri]  ||  فَنُغۡرِقكُّم [sousi]  ||  فَنُغۡرِقَكُمُۥ [bazzi]"
37075,17,1085,78,rasm_variant,وقرءان,,,3,"وَقُرۡءَانَ [hafs,shuba,douri,sousi]  ||  وَقُرْءَانَ [warsh,qaloun]  ||  وَقُرَانَ [bazzi]"
37078,17,1088,78,rasm_variant,قرءان,,,3,"قُرۡءَانَ [hafs,shuba,douri,sousi]  ||  قُرْءَانَ [warsh,qaloun]  ||  قُرَانَ [bazzi]"
37119,17,1129,82,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانِ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانِ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانِ [douri]  ||  ࡱ۬لۡقُرۡءَانِ [sousi]  ||  ٱلۡقُرَانِ [bazzi]"
37199,17,1209,88,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانِ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانِ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانِ [douri]  ||  ࡱ۬لۡقُرۡءَانِ [sousi]  ||  ٱلۡقُرَانِ [bazzi]"
37213,17,1223,89,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانِ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانِ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانِ [douri]  ||  ࡱ۬لۡقُرۡءَانِ [sousi]  ||  ٱلۡقُرَانِ [bazzi]"
37273,17,1283,93,rasm_variant,قل,,,3,"قُلۡ [hafs,shuba,douri,sousi]  ||  قُلْ [warsh,qaloun]  ||  قَالَ [bazzi]"
37274,17,1284,93,rasm_variant,سبحان,,,2,"سُبۡحَانَ [hafs,shuba,douri,sousi,bazzi]  ||  سُبْحَٰنَ [warsh,qaloun]"
37354,17,1364,98,rasm_variant,اذا,,,4,"أَءِذَا [hafs,shuba]  ||  أَࢇذَا [warsh,bazzi]  ||  أَٰࢇذَا [qaloun,sousi]  ||  أَٰ۟ذَا [douri]"
37358,17,1368,98,rasm_variant,انا,,,6,"أَءِنَّا [hafs,shuba]  ||  ࡴنَّا [warsh]  ||  إِنَّا [qaloun]  ||  أَٰ۟نَّا [douri]  ||  أَٰࢇنَّا [sousi]  ||  أَࢇنَّا [bazzi]"
37400,17,1410,101,rasm_variant,ءاتينا,,,3,"ءَاتَيۡنَا [hafs,shuba,douri,sousi,bazzi]  ||  اٰتَيْنَا [warsh]  ||  ءَاتَيْنَا [qaloun]"
37407,17,1417,101,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
37422,17,1432,102,rasm_variant,هولا,,,4,"هَٰٓؤُلَآءِ [hafs,shuba,warsh]  ||  هَٰؤُلَآࢇ [qaloun,bazzi]  ||  هَٰٓؤُلَآ [douri]  ||  هَٰؤُلَا [sousi]"
37445,17,1455,104,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
37464,17,1474,106,rasm_variant,وقرءانا,,,4,"وَقُرۡءَانࣰا [hafs,shuba,sousi]  ||  وَقُرْءَاناࣰ [warsh,qaloun]  ||  وَقُرۡءَانٗا [douri]  ||  وَقُرَانࣰا [bazzi]"
37474,17,1484,107,rasm_variant,ءامنوا,,,2,"ءَامِنُواْ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمِنُواْ [warsh]"
37634,18,88,9,rasm_variant,ءايتنا,,,2,"ءَايَٰتِنَا [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِنَا [warsh]"
37647,18,101,10,rasm_variant,وهيي,,,2,"وَهَيِّئۡ [hafs,shuba,douri,sousi,bazzi]  ||  وَهَيِّۓْ [warsh,qaloun]"
37675,18,129,13,rasm_variant,ءامنوا,,,2,"ءَامَنُواْ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمَنُواْ [warsh]"
37730,18,184,16,rasm_variant,ويهيي,,,2,"وَيُهَيِّئۡ [hafs,shuba,douri,sousi,bazzi]  ||  وَيُهَيِّۓْ [warsh,qaloun]"
37755,18,209,17,rasm_variant,ءايت,,,2,"ءَايَٰتِ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِ [warsh]"
37989,18,443,28,rasm_variant,عيناك,,,2,"عَيۡنَاكَ [hafs,shuba,douri,sousi,bazzi]  ||  عَيْنَٰكَ [warsh,qaloun]"
38135,18,589,36,rasm_variant,منها,,,3,"مِّنۡهَا [hafs,shuba,douri,sousi]  ||  مِّنْهُمَا [warsh,qaloun]  ||  مِّنۡهُمَا [bazzi]"
38139,18,593,37,rasm_variant,صاحبه,,,2,"صَاحِبُهُۥ [hafs,shuba,douri,sousi,bazzi]  ||  صَٰحِبُهُۥ [warsh,qaloun]"
38189,18,643,40,rasm_variant,حسبانا,,,3,"حُسۡبَانࣰا [hafs,shuba,sousi,bazzi]  ||  حُسْبَٰناࣰ [warsh,qaloun]  ||  حُسۡبَانٗا [douri]"
38279,18,733,47,rasm_variant,نسير,,,2,"نُسَيِّرُ [hafs,shuba,warsh,qaloun]  ||  تُسَيَّرُ [douri,sousi,bazzi]"
38398,18,852,54,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانِ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانِ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانِ [douri]  ||  ࡱ۬لۡقُرۡءَانِ [sousi]  ||  ٱلۡقُرَانِ [bazzi]"
38456,18,910,57,rasm_variant,يداه,,,4,"يَدَاهُ [hafs,shuba,douri,sousi]  ||  يَدَٰهُ࣌ [warsh]  ||  يَدَٰهُ [qaloun]  ||  يَدَاهُۥ [bazzi]"
38539,18,993,63,rasm_variant,ارءيت,,,3,"أَرَءَيۡتَ [hafs,shuba,douri,sousi,bazzi]  ||  أَرَٰٓيْتَ [warsh]  ||  أَرَٰ۬يْتَ [qaloun]"
38753,18,1207,80,rasm_variant,ابواه,,,3,"أَبَوَاهُ [hafs,shuba,douri,sousi]  ||  أَبَوَٰهُ [warsh,qaloun]  ||  أَبَوَاهُۥ [bazzi]"
38864,18,1318,88,rasm_variant,ءامن,,,2,"ءَامَنَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمَنَ [warsh]"
38936,18,1390,95,rasm_variant,مكني,,,3,"مَكَّنِّي [hafs,shuba,douri,sousi]  ||  مَكَّنِّے [warsh,qaloun]  ||  مَكَّنَنِي [bazzi]"
38946,18,1400,96,rasm_variant,ءاتوني,,,4,"ءَاتُونِي [hafs,douri,sousi,bazzi]  ||  ٱءۡتُونِي [shuba]  ||  اٰتُونِے [warsh]  ||  ءَاتُونِے [qaloun]"
38961,18,1415,96,rasm_variant,ءاتوني,,,5,"ءَاتُونِيٓ [hafs,douri]  ||  ٱءۡتُونِيٓ [shuba]  ||  ءَاتُونِےٓ [warsh]  ||  ءَاتُونِے [qaloun]  ||  ءَاتُونِي [sousi,bazzi]"
38983,18,1437,98,rasm_variant,دكا,,,4,"دَكَّآءَ [hafs,shuba]  ||  دَكّاࣰ [warsh,qaloun]  ||  دَكّٗا [douri]  ||  دَكࣰّا [sousi,bazzi]"
39131,19,6,2,rasm_variant,زكرياء,,,2,"زَكَرِيَّآ [hafs]  ||  زَكَرِيَّآءَ [shuba,warsh,qaloun,douri,sousi,bazzi]"
39167,19,42,6,rasm_variant,ءال,,,2,"ءَالِ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰلِ [warsh]"
39172,19,47,7,rasm_variant,يزكرياء,,,2,"يَٰزَكَرِيَّآ [hafs]  ||  يَٰزَكَرِيَّآءُ [shuba,warsh,qaloun,douri,sousi,bazzi]"
39422,19,297,31,rasm_variant,مباركا,,,2,"مُبَارَكًا [hafs,shuba,douri,sousi,bazzi]  ||  مُبَٰرَكاً [warsh,qaloun]"
39582,19,457,46,rasm_variant,ءالهتي,,,3,"ءَالِهَتِي [hafs,shuba,douri,sousi,bazzi]  ||  اٰلِهَتِے࣌ [warsh]  ||  ءَالِهَتِے [qaloun]"
39698,19,573,58,rasm_variant,النبين,,,4,"ٱلنَّبِيِّۧنَ [hafs,shuba,bazzi]  ||  ࡰ۬لنَّبِيِٕٓۑنَ [warsh,qaloun]  ||  اَ۬لنَّبِيِّۧنَ [douri]  ||  ࡱ۬لنَّبِيِّۧنَ [sousi]"
39709,19,584,58,rasm_variant,واسرءيل,,,2,"وَإِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  وَإِسْرَآءِيلَ [warsh,qaloun]"
39807,19,682,66,rasm_variant,اذا,,,4,"أَءِذَا [hafs,shuba]  ||  أَࢇذَا [warsh,bazzi]  ||  أَٰࢇذَا [qaloun,sousi]  ||  أَٰ۟ذَا [douri]"
39890,19,765,74,rasm_variant,ورءيا,,,4,"وَرِءۡيࣰا [hafs,shuba,sousi,bazzi]  ||  وَرِءْياࣰ࣌ [warsh]  ||  وَرِيّاࣰ [qaloun]  ||  وَرِءۡيٗا [douri]"
39929,19,804,77,rasm_variant,افرءيت,,,3,"أَفَرَءَيۡتَ [hafs,shuba,douri,sousi,bazzi]  ||  ࡰفَرَٰٓيْتَ [warsh]  ||  أَفَرَٰ۬يْتَ [qaloun]"
40016,19,891,90,rasm_variant,تكاد,,,2,"تَكَادُ [hafs,shuba,douri,sousi,bazzi]  ||  يَكَادُ [warsh,qaloun]"
40018,19,893,90,rasm_variant,يتفطرن,,,3,"يَتَفَطَّرۡنَ [hafs,bazzi]  ||  يَنفَطِرۡنَ [shuba,douri,sousi]  ||  يَتَفَطَّرْنَ [warsh,qaloun]"
40091,20,5,2,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانَ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانَ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانَ [douri]  ||  ࡱ۬لۡقُرۡءَانَ [sousi]  ||  ٱلۡقُرَانَ [bazzi]"
40246,20,160,22,rasm_variant,ءايه,,,2,"ءَايَةً [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَةً [warsh]"
40250,20,164,23,rasm_variant,ءايتنا,,,2,"ءَايَٰتِنَا [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِنَا [warsh]"
40405,20,319,47,rasm_variant,فاتياه,,,5,"فَأۡتِيَاهُ [hafs,shuba,douri]  ||  فَاتِيَٰهُ [warsh]  ||  فَأْتِيَٰهُ [qaloun]  ||  فَاتِيَاهُ [sousi]  ||  فَأۡتِيَاهُۥ [bazzi]"
40413,20,327,47,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
40566,20,480,63,rasm_variant,يريدان,,,2,"يُرِيدَانِ [hafs,shuba,douri,sousi,bazzi]  ||  يُرِيدَٰنِ [warsh,qaloun]"
40568,20,482,63,rasm_variant,يخرجاكم,,,3,"يُخۡرِجَاكُم [hafs,shuba,douri,sousi]  ||  يُّخْرِجَٰكُم [warsh,qaloun]  ||  يُخۡرِجَاكُمُۥ [bazzi]"
40648,20,562,71,rasm_variant,ءاذن,,,3,"ءَاذَنَ [hafs,shuba,qaloun,douri,bazzi]  ||  اٰذَنَ [warsh]  ||  ءَاذَن [sousi]"
40769,20,683,80,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
40946,20,860,94,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
41019,20,933,99,rasm_variant,ءاتينك,,,3,"ءَاتَيۡنَٰكَ [hafs,shuba,douri,sousi,bazzi]  ||  اٰتَيْنَٰكَ [warsh]  ||  ءَاتَيْنَٰكَ [qaloun]"
41039,20,953,102,rasm_variant,ينفخ,,,2,"يُنفَخُ [hafs,shuba,warsh,qaloun,bazzi]  ||  نَنفُخُ [douri,sousi]"
41131,20,1045,112,rasm_variant,يخاف,,,2,"يَخَافُ [hafs,shuba,warsh,qaloun,douri,sousi]  ||  يَخَفۡ [bazzi]"
41137,20,1051,113,rasm_variant,قرءانا,,,3,"قُرۡءَانًا [hafs,shuba,douri,sousi]  ||  قُرْءَاناً [warsh,qaloun]  ||  قُرَانًا [bazzi]"
41155,20,1069,114,rasm_variant,بالقرءان,,,4,"بِٱلۡقُرۡءَانِ [hafs,shuba]  ||  بِالْقُرْءَانِ [warsh,qaloun]  ||  بِالۡقُرۡءَانِ [douri,sousi]  ||  بِٱلۡقُرَانِ [bazzi]"
41230,20,1144,121,rasm_variant,يخصفان,,,2,"يَخۡصِفَانِ [hafs,shuba,douri,sousi,bazzi]  ||  يَخْصِفَٰنِ [warsh,qaloun]"
41342,20,1256,130,rasm_variant,ءاناي,,,3,"ءَانَآيِٕ [hafs,shuba,douri,sousi,bazzi]  ||  اٰنَآءِےْ [warsh]  ||  ءَانَآءِےْ [qaloun]"
41386,20,1300,133,rasm_variant,تاتهم,,,5,"تَأۡتِهِم [hafs,douri]  ||  يَأۡتِهِم [shuba]  ||  تَاتِهِم [warsh,sousi]  ||  تَأْتِهِم [qaloun]  ||  يَأۡتِهِمُۥ [bazzi]"
41440,21,19,3,rasm_variant,لاهيه,,,3,"لَاهِيَةࣰ [hafs,shuba,sousi,bazzi]  ||  لَٰهِيَةࣰ [warsh,qaloun]  ||  لَاهِيَةٗ [douri]"
41455,21,34,4,rasm_variant,قل,,,2,"قَالَ [hafs]  ||  قُل [shuba,warsh,qaloun,douri,sousi,bazzi]"
41492,21,71,7,rasm_variant,يوحي,,,5,"نُّوحِيٓ [hafs]  ||  يُوحَىٰٓ [shuba,douri]  ||  يُوحٜىٰٓ [warsh]  ||  يُوحَىٰ [qaloun,sousi]  ||  يُوحَيٰ [bazzi]"
41535,21,114,11,rasm_variant,ءاخرين,,,2,"ءَاخَرِينَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰخَرِينَ࣌ [warsh]"
41670,21,249,25,rasm_variant,يوحي,,,5,"نُوحِيٓ [hafs]  ||  يُوحَىٰٓ [shuba,douri]  ||  يُوحٜىٰٓ [warsh]  ||  يُوحَىٰ [qaloun,sousi]  ||  يُوحَيٰ [bazzi]"
41720,21,299,30,rasm_variant,اولم,,,3,"أَوَلَمۡ [hafs,shuba,douri,sousi]  ||  أَوَلَمْ [warsh,qaloun]  ||  أَلَمۡ [bazzi]"
41757,21,336,32,rasm_variant,ءايتها,,,2,"ءَايَٰتِهَا [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِهَا [warsh]"
41849,21,428,41,rasm_variant,استهزي,,,4,"ٱسۡتُهۡزِئَ [hafs,shuba,bazzi]  ||  ࡲ࢈سْتُهْزِۓَ [warsh,qaloun]  ||  اِ۟سۡتُهۡزِئَ [douri]  ||  ࡵ࢈سۡتُهۡزِئَ [sousi]"
41949,21,528,48,rasm_variant,ءاتينا,,,3,"ءَاتَيۡنَا [hafs,shuba,douri,sousi,bazzi]  ||  اٰتَيْنَا [warsh]  ||  ءَاتَيْنَا [qaloun]"
41966,21,545,50,rasm_variant,مبارك,,,2,"مُّبَارَكٌ [hafs,shuba,douri,sousi,bazzi]  ||  مُّبَٰرَكٌ [warsh,qaloun]"
41972,21,551,51,rasm_variant,ءاتينا,,,4,"ءَاتَيۡنَآ [hafs,shuba,douri]  ||  اٰتَيْنَآ [warsh]  ||  ءَاتَيْنَا [qaloun]  ||  ءَاتَيۡنَا [sousi,bazzi]"
42164,21,743,74,rasm_variant,ءاتينه,,,4,"ءَاتَيۡنَٰهُ [hafs,shuba,douri,sousi]  ||  اٰتَيْنَٰهُ [warsh]  ||  ءَاتَيْنَٰهُ [qaloun]  ||  ءَاتَيۡنَٰهُۥ [bazzi]"
42212,21,791,78,rasm_variant,يحكمان,,,2,"يَحۡكُمَانِ [hafs,shuba,douri,sousi,bazzi]  ||  يَحْكُمَٰنِ [warsh,qaloun]"
42226,21,805,79,rasm_variant,ءاتينا,,,3,"ءَاتَيۡنَا [hafs,shuba,douri,sousi,bazzi]  ||  اٰتَيْنَا [warsh]  ||  ءَاتَيْنَا [qaloun]"
42241,21,820,80,rasm_variant,ليحصنكم,,,5,"لِتُحۡصِنَكُم [hafs]  ||  لِنُحۡصِنَكُم [shuba]  ||  لِيُحْصِنَكُم [warsh,qaloun]  ||  لِيُحۡصِنَكُم [douri,sousi]  ||  لِيُحۡصِنَكُمُۥ [bazzi]"
42341,21,920,88,rasm_variant,نجي,,,3,"نُۨجِي [hafs,douri,sousi,bazzi]  ||  نُجِّي [shuba]  ||  نُنجِے [warsh,qaloun]"
42343,21,922,89,rasm_variant,وزكرياء,,,2,"وَزَكَرِيَّآ [hafs]  ||  وَزَكَرِيَّآءَ [shuba,warsh,qaloun,douri,sousi,bazzi]"
42460,21,1039,99,rasm_variant,الهه,,,3,"ءَالِهَةࣰ [hafs,shuba]  ||  ࢇَالِهَةࣰ [warsh,qaloun,sousi,bazzi]  ||  اَ۬لِهَةٗ [douri]"
42555,21,1134,109,rasm_variant,ءاذنتكم,,,4,"ءَاذَنتُكُمۡ [hafs,shuba,douri,sousi]  ||  اٰذَنتُكُمْ [warsh]  ||  ءَاذَنتُكُمْ [qaloun]  ||  ءَاذَنتُكُمُۥ [bazzi]"
42770,22,180,10,rasm_variant,يداك,,,2,"يَدَاكَ [hafs,shuba,douri,sousi,bazzi]  ||  يَدَٰكَ [warsh,qaloun]"
42932,22,342,19,rasm_variant,هذان,,,3,"هَٰذَانِ [hafs,shuba,douri,sousi]  ||  هَٰذَٰنِ [warsh,qaloun]  ||  هَٰذَآنِّ [bazzi]"
42933,22,343,19,rasm_variant,خصمان,,,2,"خَصۡمَانِ [hafs,shuba,douri,sousi,bazzi]  ||  خَصْمَٰنِ [warsh,qaloun]"
43334,22,744,45,rasm_variant,اهلكنها,,,4,"أَهۡلَكۡنَٰهَا [hafs,shuba,bazzi]  ||  ࡰهْلَكْنَٰهَا [warsh]  ||  أَهْلَكْنَٰهَا [qaloun]  ||  أَهۡلَكۡتُهَا [douri,sousi]"
43355,22,765,46,rasm_variant,ءاذان,,,3,"ءَاذَانࣱ [hafs,shuba,qaloun,sousi,bazzi]  ||  اٰذَانࣱ [warsh]  ||  ءَاذَانٞ [douri]"
43381,22,791,47,rasm_variant,تعدون,,,3,"تَعُدُّونَ [hafs,shuba,qaloun,douri,sousi]  ||  تَعُدُّونَ࣌ [warsh]  ||  يَعُدُّونَ [bazzi]"
43424,22,834,52,rasm_variant,نبي,,,2,"نَبِيٍّ [hafs,shuba,douri,sousi,bazzi]  ||  نَبِےٓءٍ [warsh,qaloun]"
43580,22,990,62,rasm_variant,تدعون,,,3,"يَدۡعُونَ [hafs,douri,sousi]  ||  تَدۡعُونَ [shuba,bazzi]  ||  تَدْعُونَ [warsh,qaloun]"
43632,22,1042,65,rasm_variant,السما,,,5,"ٱلسَّمَآءَ [hafs,shuba]  ||  ࡲ۬لسَّمَآءَ [warsh]  ||  ࡲ۬لسَّمَا [qaloun,sousi]  ||  اُ۬لسَّمَآ [douri]  ||  ٱلسَّمَا [bazzi]"
43642,22,1052,65,rasm_variant,لرءوف,,,3,"لَرَءُوفࣱ [hafs,warsh,qaloun,bazzi]  ||  لَرَؤُفࣱ [shuba,sousi]  ||  لَرَؤُفٞ [douri]"
43951,23,87,14,rasm_variant,ءاخر,,,2,"ءَاخَرَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰخَرَ࣌ [warsh]"
43952,23,88,14,rasm_variant,فتبارك,,,2,"فَتَبَارَكَ [hafs,shuba,douri,sousi,bazzi]  ||  فَتَبَٰرَكَ [warsh,qaloun]"
44095,23,231,27,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
44138,23,274,29,rasm_variant,مباركا,,,3,"مُّبَارَكࣰا [hafs,shuba,sousi,bazzi]  ||  مُّبَٰرَكاࣰ [warsh,qaloun]  ||  مُّبَارَكٗا [douri]"
44154,23,290,31,rasm_variant,ءاخرين,,,2,"ءَاخَرِينَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰخَرِينَ [warsh]"
44259,23,395,42,rasm_variant,ءاخرين,,,2,"ءَاخَرِينَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰخَرِينَ࣌ [warsh]"
44313,23,449,49,rasm_variant,ءاتينا,,,3,"ءَاتَيۡنَا [hafs,shuba,douri,sousi,bazzi]  ||  اٰتَيْنَا [warsh]  ||  ءَاتَيْنَا [qaloun]"
44453,23,589,66,rasm_variant,ءايتي,,,3,"ءَايَٰتِي [hafs,shuba,douri,sousi,bazzi]  ||  اٰيَٰتِے [warsh]  ||  ءَايَٰتِے [qaloun]"
44594,23,730,82,rasm_variant,اذا,,,4,"أَءِذَا [hafs,shuba]  ||  أَࢇذَا [warsh,bazzi]  ||  أَٰࢇذَا [qaloun,sousi]  ||  أَٰ۟ذَا [douri]"
44599,23,735,82,rasm_variant,انا,,,6,"أَءِنَّا [hafs,shuba]  ||  ࡴنَّا [warsh]  ||  إِنَّا [qaloun]  ||  أَٰ۟نَّا [douri]  ||  أَٰࢇنَّا [sousi]  ||  أَࢇنَّا [bazzi]"
44635,23,771,87,rasm_variant,لله,,,5,"لِلَّهِ [hafs,shuba,bazzi]  ||  لِلهِ࣌ [warsh]  ||  لِلهِ [qaloun]  ||  اَ۬للَّهُ [douri]  ||  ࡱ۬للَّهُ [sousi]"
44654,23,790,89,rasm_variant,لله,,,5,"لِلَّهِ [hafs,shuba,bazzi]  ||  لِلهِ࣌ [warsh]  ||  لِلهِ [qaloun]  ||  اَ۬للَّهُ [douri]  ||  ࡱ۬للَّهُ [sousi]"
44735,23,871,99,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
44791,23,927,105,rasm_variant,ءايتي,,,3,"ءَايَٰتِي [hafs,shuba,douri,sousi,bazzi]  ||  اٰيَٰتِے [warsh]  ||  ءَايَٰتِے [qaloun]"
44847,23,983,112,rasm_variant,قل,,,3,"قَٰلَ [hafs,shuba,douri,sousi]  ||  قَالَ [warsh,qaloun]  ||  قُلۡ [bazzi]"
44862,23,998,114,rasm_variant,قل,,,2,"قَٰلَ [hafs,shuba,douri,sousi,bazzi]  ||  قَالَ [warsh,qaloun]"
44895,23,1031,117,rasm_variant,ءاخر,,,3,"ءَاخَرَ [hafs,shuba,qaloun,douri,bazzi]  ||  اٰخَرَ [warsh]  ||  ءَاخَر [sousi]"
45195,24,281,20,rasm_variant,رءوف,,,3,"رَءُوفࣱ [hafs,warsh,qaloun,bazzi]  ||  رَؤُفࣱ [shuba,sousi]  ||  رَؤُفٞ [douri]"
45402,24,488,31,rasm_variant,ءابايهن,,,2,"ءَابَآئِهِنَّ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰبَآئِهِنَّ [warsh]"
45404,24,490,31,rasm_variant,ءاباء,,,2,"ءَابَآءِ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰبَآءِ [warsh]"
45504,24,590,33,rasm_variant,البغا,,,6,"ٱلۡبِغَآءِ [hafs,shuba]  ||  ࡰ۬لْبِغَآءِ [warsh]  ||  ࡰ۬لْبِغَآࢇ [qaloun]  ||  اَ۬لۡبِغَآ [douri]  ||  ࡱ۬لۡبِغَا [sousi]  ||  ٱلۡبِغَآࢇ [bazzi]"
45549,24,635,35,rasm_variant,دري,,,4,"دُرِّيࣱّ [hafs,warsh,qaloun,bazzi]  ||  دُرِّيٓءࣱ [shuba]  ||  دِرِّيٓءٞ [douri]  ||  دِرِّيٓءࣱ [sousi]"
45550,24,636,35,rasm_variant,توقد,,,3,"يُوقَدُ [hafs,warsh,qaloun]  ||  تُوقَدُ [shuba]  ||  تَوَقَّدَ [douri,sousi,bazzi]"
46231,25,1,1,rasm_variant,تبارك,,,2,"تَبَارَكَ [hafs,shuba,douri,sousi,bazzi]  ||  تَبَٰرَكَ [warsh,qaloun]"
46292,25,62,4,rasm_variant,ءاخرون,,,2,"ءَاخَرُونَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰخَرُونَ࣌ [warsh]"
46360,25,130,10,rasm_variant,تبارك,,,2,"تَبَارَكَ [hafs,shuba,douri,sousi,bazzi]  ||  تَبَٰرَكَ [warsh,qaloun]"
46435,25,205,17,rasm_variant,نحشرهم,,,4,"يَحۡشُرُهُمۡ [hafs]  ||  نَحۡشُرُهُمۡ [shuba,douri,sousi]  ||  نَحْشُرُهُمْ [warsh,qaloun]  ||  يَحۡشُرُهُمُۥ [bazzi]"
46476,25,246,19,rasm_variant,يستطيعون,,,3,"تَسۡتَطِيعُونَ [hafs]  ||  يَسۡتَطِيعُونَ [shuba,douri,sousi,bazzi]  ||  يَسْتَطِيعُونَ [warsh,qaloun]"
46555,25,325,25,rasm_variant,ونزل,,,2,"وَنُزِّلَ [hafs,shuba,warsh,qaloun,douri,sousi]  ||  وَنُنزِلُ [bazzi]"
46582,25,352,28,rasm_variant,فلانا,,,2,"فُلَانًا [hafs,shuba,douri,sousi,bazzi]  ||  فُلَٰناً [warsh,qaloun]"
46602,25,372,30,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانَ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانَ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانَ [douri]  ||  ࡱ۬لۡقُرۡءَانَ [sousi]  ||  ٱلۡقُرَانَ [bazzi]"
46607,25,377,31,rasm_variant,نبي,,,2,"نَبِيٍّ [hafs,shuba,douri,sousi,bazzi]  ||  نَبِےٓءٍ [warsh,qaloun]"
46621,25,391,32,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانُ [hafs,shuba]  ||  ࡴ۬لْقُرْءَانُ [warsh,qaloun]  ||  اِ۬لۡقُرۡءَانُ [douri]  ||  ࡵ۬لۡقُرۡءَانُ [sousi]  ||  ٱلۡقُرَانُ [bazzi]"
46650,25,420,35,rasm_variant,ءاتينا,,,3,"ءَاتَيۡنَا [hafs,shuba,douri,sousi,bazzi]  ||  اٰتَيْنَا [warsh]  ||  ءَاتَيْنَا [qaloun]"
46726,25,496,42,rasm_variant,ءالهتنا,,,2,"ءَالِهَتِنَا [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰلِهَتِنَا [warsh]"
46739,25,509,43,rasm_variant,ارءيت,,,3,"أَرَءَيۡتَ [hafs,shuba,douri,sousi,bazzi]  ||  ࡰرَٰٓيْتَ [warsh]  ||  أَرَٰ۬يْتَ [qaloun]"
